Course ID,Overall Score,Topic,Topic Average Score,Scored Comment Count,Reliability,Feedback,Classification Status,Topic Supported,Evidence Quote,Sentiment,Score,Confidence,Scoring Status,Reasoning,Topic Summary
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is thorough and complete in his teaching.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,"Everything helped me learn, and no time was wasted.",classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is an amazing professor who cares deeply about his students.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,This instructor was very caring and knowledgeable.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,"Great job, I love this class!",classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Good communicator and always engaged with students.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Prof Wu is the GOAT.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Eric Wu is one of the nicest professors I have ever had.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Eric is such a nice and empathetic person.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Very good professor and very interesting.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is energetic and capable.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu was so helpful and passionate.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,"Keep doing what you're doing, cause everyone loves it!",classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,I loved Eric Wu. He is such an enthusiastic professor.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is truly an outstanding educator!,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu goes above and beyond for students.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,"Overall, Professor Wu was an amazing instructor.",classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is an amazing chemistry teacher!,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Super great lecturer!,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Eric Wu is the best lecturer I have ever had.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Prof Wu is an excellent lecturer and instructor.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Dr. Wu genuinely cares about students' learning.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Eric is a very knowledgeable professor.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is a talented professor.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Professor Wu is one of the best professors I've had at UCLA.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
CHEM_20B_COMBINED_REPORT,4.63,None of the above / Other,,0,not_scored,Eric is the most wonderful professor I have had at UCLA so far.,classified,,,,,,not_applicable,Generic or non-actionable feedback; no rubric score assigned.,
